Time (s),Voltage_V1 (V),Current_I1 (A),BMS_Signal
754.0,3.958472169466764,5.4,1
755.0,3.958361943024105,5.4,1
756.0,3.9582515704894083,5.4,1
757.0,3.9581410518626736,5.4,1
758.0,3.958030387143901,5.4,1
759.0,3.9579195763330897,5.4,1
760.0,3.957808619430241,5.4,1
761.0,3.957697516435354,5.4,1
762.0,3.9575862673484297,5.4,1
763.0,3.957474872169467,5.4,1
764.0,3.957363330898466,5.4,1
765.0,3.9572516435354275,5.4,1
766.0,3.9571398100803505,5.4,1
767.0,3.957027830533236,5.4,1
768.0,3.956915704894083,5.4,1
769.0,3.9568034331628925,5.4,1
770.0,3.956691015339664,5.4,1
771.0,3.9565784514243973,5.4,1
772.0,3.9564657414170927,5.4,1
773.0,3.95635288531775,5.4,1
774.0,3.9562398831263694,5.4,1
775.0,3.956126734842951,5.4,1
776.0,3.9560134404674945,5.4,1
777.0,3.9559,5.4,1
778.0,3.9557864134404674,5.4,1
779.0,3.955672680788897,5.4,1
780.0,3.9555588020452883,5.4,1
781.0,3.955444777209642,5.4,1
782.0,3.9553306062819575,5.4,1
783.0,3.955216289262235,5.4,1
784.0,3.9551018261504747,5.4,1
785.0,3.954987216946676,5.4,1
786.0,3.95487246165084,5.4,1
787.0,3.9547575602629657,5.4,1
788.0,3.954642512783053,5.4,1
789.0,3.954527319211103,5.4,1
790.0,3.954411979547115,5.4,1
791.0,3.9542964937910883,5.4,1
792.0,3.954180861943024,5.4,1
793.0,3.954065084002922,5.4,1
794.0,3.9539491599707817,5.4,1
795.0,3.9538330898466034,5.4,1
796.0,3.953716873630387,5.4,1
797.0,3.953600511322133,5.4,1
798.0,3.953484002921841,5.4,1
799.0,3.9533673484295107,5.4,1
800.0,3.9532505478451423,5.4,1
801.0,3.9531336011687364,5.4,1
802.0,3.9530165084002924,5.4,1
803.0,3.95289926953981,5.4,1
804.0,3.95278188458729,5.4,1
805.0,3.952664353542732,5.4,1
806.0,3.952546676406136,5.4,1
807.0,3.952428853177502,5.4,1
808.0,3.9523108838568297,5.4,1
809.0,3.9521927684441196,5.4,1
810.0,3.952074506939372,5.4,1
811.0,3.9519560993425857,5.4,1
812.0,3.951837545653762,5.4,1
813.0,3.9517188458729,5.4,1
814.0,3.9516,5.4,1
815.0,3.951481008035062,5.4,1
816.0,3.9513618699780864,5.4,1
817.0,3.9512425858290725,5.4,1
818.0,3.9511231555880206,5.4,1
819.0,3.9510035792549307,5.4,1
820.0,3.950883856829803,5.4,1
821.0,3.950763988312637,5.4,1
822.0,3.9506439737034333,5.4,1
823.0,3.9505238130021914,5.4,1
824.0,3.950403506208912,5.4,1
825.0,3.9502830533235938,5.4,1
826.0,3.950162454346238,5.4,1
827.0,3.9500417092768445,5.4,1
828.0,3.949920818115413,5.4,1
829.0,3.949799780861943,5.4,1
830.0,3.9496785975164355,5.4,1
831.0,3.9495572680788897,5.4,1
832.0,3.949435792549306,5.4,1
833.0,3.9493141709276847,5.4,1
834.0,3.949192403214025,5.4,1
835.0,3.949070489408327,5.4,1
836.0,3.9489484295105917,5.4,1
837.0,3.9488262235208182,5.4,1
838.0,3.9487038714390064,5.4,1
839.0,3.948581373265157,5.4,1
840.0,3.9484587289992694,5.4,1
841.0,3.948335938641344,5.4,1
842.0,3.9482130021913804,5.4,1
843.0,3.9480899196493793,5.4,1
844.0,3.9479666910153397,5.4,1
845.0,3.947843316289262,5.4,1
846.0,3.947719795471147,5.4,1
847.0,3.9475961285609933,5.4,1
848.0,3.947472315558802,5.4,1
849.0,3.947348356464573,5.4,1
850.0,3.947224251278305,5.4,1
851.0,3.9471,5.4,1
852.0,3.9469756026296565,5.4,1
853.0,3.946851059167275,5.4,1
854.0,3.9467263696128563,5.4,1
855.0,3.946601533966399,5.4,1
856.0,3.9464765522279035,5.4,1
857.0,3.9463514243973705,5.4,1
858.0,3.946226150474799,5.4,1
859.0,3.94610073046019,5.4,1
860.0,3.9459751643535426,5.4,1
861.0,3.9458494521548575,5.4,1
862.0,3.9457235938641344,5.4,1
863.0,3.9455975894813733,5.4,1
864.0,3.945471439006574,5.4,1
865.0,3.945345142439737,5.4,1
866.0,3.945218699780862,5.4,1
867.0,3.945092111029949,5.4,1
868.0,3.944965376186998,5.4,1
869.0,3.9448384952520086,5.4,1
870.0,3.9447114682249818,5.4,1
871.0,3.944584295105917,5.4,1
872.0,3.9444569758948136,5.4,1
873.0,3.9443295105916727,5.4,1
874.0,3.9442018991964938,5.4,1
875.0,3.944074141709277,5.4,1
876.0,3.943946238130022,5.4,1
877.0,3.943818188458729,5.4,1
878.0,3.943689992695398,5.4,1
879.0,3.9435616508400293,5.4,1
880.0,3.9434331628926222,5.4,1
881.0,3.9433045288531776,5.4,1
882.0,3.9431757487216945,5.4,1
883.0,3.943046822498174,5.4,1
884.0,3.942917750182615,5.4,1
885.0,3.9427885317750184,5.4,1
886.0,3.9426591672753837,5.4,1
887.0,3.942529656683711,5.4,1
888.0,3.9424,5.4,1
889.0,3.9422701972242513,5.4,1
890.0,3.9421402483564645,5.4,1
891.0,3.94201015339664,5.4,1
892.0,3.941879912344777,5.4,1
893.0,3.9417495252008767,5.4,1
894.0,3.941618991964938,5.4,1
895.0,3.9414883126369613,5.4,1
896.0,3.941357487216947,5.4,1
897.0,3.9412265157048942,5.4,1
898.0,3.9410953981008037,5.4,1
899.0,3.940964134404675,5.4,1
900.0,3.9408327246165085,5.4,1
901.0,3.940701168736304,5.4,1
902.0,3.940569466764061,5.4,1
903.0,3.940437618699781,5.4,1
904.0,3.9403056245434622,5.4,1
905.0,3.940173484295106,5.4,1
906.0,3.9400411979547116,5.4,1
907.0,3.939908765522279,5.4,1
908.0,3.9397761869978085,5.4,1
909.0,3.9396434623813,5.4,1
910.0,3.9395105916727537,5.4,1
911.0,3.9393775748721693,5.4,1
912.0,3.939244411979547,5.4,1
913.0,3.939111102994887,5.4,1
914.0,3.9389776479181884,5.4,1
915.0,3.9388440467494523,5.4,1
916.0,3.938710299488678,5.4,1
917.0,3.9385764061358657,5.4,1
918.0,3.9384423666910156,5.4,1
919.0,3.938308181154127,5.4,1
920.0,3.9381738495252008,5.4,1
921.0,3.9380393718042366,5.4,1
922.0,3.9379047479912344,5.4,1
923.0,3.937769978086194,5.4,1
924.0,3.9376350620891163,5.4,1
925.0,3.9375,5.4,1
926.0,3.9373647918188457,5.4,1
927.0,3.937229437545654,5.4,1
928.0,3.937093937180424,5.4,1
929.0,3.9369582907231555,5.4,1
930.0,3.9368224981738495,5.4,1
931.0,3.9366865595325056,5.4,1
932.0,3.9365504747991236,5.4,1
933.0,3.9364142439737035,5.4,1
934.0,3.9362778670562455,5.4,1
935.0,3.9361413440467494,5.4,1
936.0,3.9360046749452153,5.4,1
937.0,3.9358678597516437,5.4,1
938.0,3.9357308984660335,5.4,1
939.0,3.935593791088386,5.4,1
940.0,3.9354565376186996,5.4,1
941.0,3.935319138056976,5.4,1
942.0,3.935181592403214,5.4,1
943.0,3.9350439006574143,5.4,1
944.0,3.9349060628195764,5.4,1
945.0,3.9347680788897006,5.4,1
946.0,3.9346299488677867,5.4,1
947.0,3.934491672753835,5.4,1
948.0,3.9343532505478453,5.4,1
949.0,3.9342146822498174,5.4,1
950.0,3.9340759678597514,5.4,1
951.0,3.933937107377648,5.4,1
952.0,3.9337981008035063,5.4,1
953.0,3.9336589481373263,5.4,1
954.0,3.9335196493791087,5.4,1
955.0,3.933380204528853,5.4,1
956.0,3.9332406135865594,5.4,1
957.0,3.9331008765522277,5.4,1
958.0,3.9329609934258585,5.4,1
959.0,3.9328209642074508,5.4,1
960.0,3.932680788897005,5.4,1
961.0,3.9325404674945217,5.4,1
962.0,3.9324,5.4,1
963.0,3.9322593864134405,5.4,1
964.0,3.932118626734843,5.4,1
965.0,3.9319777209642073,5.4,1
966.0,3.931836669101534,5.4,1
967.0,3.9316954711468224,5.4,1
968.0,3.931554127100073,5.4,1
969.0,3.9314126369612854,5.4,1
970.0,3.9312710007304603,5.4,1
971.0,3.9311292184075968,5.4,1
972.0,3.930987289992695,5.4,1
973.0,3.930845215485756,5.4,1
974.0,3.930702994886779,5.4,1
975.0,3.9305606281957632,5.4,1
976.0,3.93041811541271,5.4,1
977.0,3.930275456537619,5.4,1
978.0,3.9301326515704895,5.4,1
979.0,3.9299897005113222,5.4,1
980.0,3.929846603360117,5.4,1
981.0,3.9297033601168736,5.4,1
982.0,3.9295599707815922,5.4,1
983.0,3.9294164353542733,5.4,1
984.0,3.929272753834916,5.4,1
985.0,3.929128926223521,5.4,1
986.0,3.9289849525200875,5.4,1
987.0,3.9288408327246165,5.4,1
988.0,3.9286965668371074,5.4,1
989.0,3.9285521548575604,5.4,1
990.0,3.9284075967859753,5.4,1
991.0,3.928262892622352,5.4,1
992.0,3.928118042366691,5.4,1
993.0,3.927973046018992,5.4,1
994.0,3.927827903579255,5.4,1
995.0,3.92768261504748,5.4,1
996.0,3.9275371804236667,5.4,1
997.0,3.927391599707816,5.4,1
998.0,3.927245872899927,5.4,1
999.0,3.9271,5.4,1
1000.0,3.926953981008035,5.4,1
1001.0,3.926807815924032,5.4,1
1002.0,3.926661504747991,5.4,1
1003.0,3.926515047479912,5.4,1
1004.0,3.9263684441197952,5.4,1
1005.0,3.9262216946676407,5.4,1
1006.0,3.9260747991234477,5.4,1
1007.0,3.925927757487217,5.4,1
1008.0,3.925780569758948,5.4,1
1009.0,3.9256332359386414,5.4,1
1010.0,3.925485756026297,5.4,1
1011.0,3.9253381300219137,5.4,1
1012.0,3.925190357925493,5.4,1
1013.0,3.9250424397370343,5.4,1
1014.0,3.9248943754565375,5.4,1
1015.0,3.9247461650840028,5.4,1
1016.0,3.9245978086194304,5.4,1
1017.0,3.9244493060628196,5.4,1
1018.0,3.924300657414171,5.4,1
1019.0,3.9241518626734844,5.4,1
1020.0,3.9240029218407595,5.4,1
1021.0,3.923853834915997,5.4,1
1022.0,3.9237046018991966,5.4,1
1023.0,3.923555222790358,5.4,1
1024.0,3.9234056975894815,5.4,1
1025.0,3.923256026296567,5.4,1
1026.0,3.9231062089116144,5.4,1
1027.0,3.922956245434624,5.4,1
1028.0,3.9228061358655952,5.4,1
1029.0,3.922655880204529,5.4,1
1030.0,3.9225054784514244,5.4,1
1031.0,3.922354930606282,5.4,1
1032.0,3.9222042366691015,5.4,1
1033.0,3.922053396639883,5.4,1
1034.0,3.921902410518627,5.4,1
1035.0,3.9217512783053325,5.4,1
1036.0,3.9216,5.4,1
1037.0,3.92144857560263,5.4,1
1038.0,3.9212970051132214,5.4,1
1039.0,3.921145288531775,5.4,1
1040.0,3.9209934258582906,5.4,1
1041.0,3.9208414170927686,5.4,1
1042.0,3.920689262235208,5.4,1
1043.0,3.92053696128561,5.4,1
1044.0,3.9203845142439735,5.4,1
1045.0,3.9202319211102994,5.4,1
1046.0,3.9200791818845873,5.4,1
1047.0,3.919926296566837,5.4,1
1048.0,3.919773265157049,5.4,1
1049.0,3.9196200876552227,5.4,1
1050.0,3.9194667640613585,5.4,1
1051.0,3.9193132943754567,5.4,1
1052.0,3.9191596785975165,5.4,1
1053.0,3.919005916727538,5.4,1
1054.0,3.9188520087655223,5.4,1
1055.0,3.9186979547114684,5.4,1
1056.0,3.918543754565376,5.4,1
1057.0,3.918389408327246,5.4,1
1058.0,3.918234915997078,5.4,1
1059.0,3.918080277574872,5.4,1
1060.0,3.917925493060628,5.4,1
1061.0,3.917770562454346,5.4,1
1062.0,3.917615485756026,5.4,1
1063.0,3.9174602629656685,5.4,1
1064.0,3.9173048940832724,5.4,1
1065.0,3.9171493791088388,5.4,1
1066.0,3.9169937180423666,5.4,1
1067.0,3.916837910883857,5.4,1
1068.0,3.916681957633309,5.4,1
1069.0,3.916525858290723,5.4,1
1070.0,3.916369612856099,5.4,1
1071.0,3.9162132213294374,5.4,1
1072.0,3.9160566837107376,5.4,1
1073.0,3.9159,5.4,1
1074.0,3.9157431701972243,5.4,1
1075.0,3.9155861943024104,5.4,1
1076.0,3.915429072315559,5.4,1
1077.0,3.915271804236669,5.4,1
1078.0,3.9151143900657415,5.4,1
1079.0,3.914956829802776,5.4,1
1080.0,3.914799123447772,5.4,1
1081.0,3.9146412710007303,5.4,1
1082.0,3.9144832724616507,5.4,1
1083.0,3.914325127830533,5.4,1
1084.0,3.9141668371073775,5.4,1
1085.0,3.914008400292184,5.4,1
1086.0,3.9138498173849525,5.4,1
1087.0,3.913691088385683,5.4,1
1088.0,3.9135322132943755,5.4,1
1089.0,3.9133731921110297,5.4,1
1090.0,3.9132140248356464,5.4,1
1091.0,3.913054711468225,5.4,1
1092.0,3.9128952520087656,5.4,1
1093.0,3.9127356464572682,5.4,1
1094.0,3.912575894813733,5.4,1
1095.0,3.9124159970781593,5.4,1
1096.0,3.912255953250548,5.4,1
1097.0,3.9120957633308984,5.4,1
1098.0,3.9119354273192113,5.4,1
1099.0,3.9117749452154857,5.4,1
1100.0,3.9116143170197226,5.4,1
1101.0,3.911453542731921,5.4,1
1102.0,3.911292622352082,5.4,1
1103.0,3.9111315558802047,5.4,1
1104.0,3.9109703433162895,5.4,1
1105.0,3.910808984660336,5.4,1
1106.0,3.910647479912345,5.4,1
1107.0,3.9104858290723157,5.4,1
1108.0,3.9103240321402484,5.4,1
1109.0,3.910162089116143,5.4,1
1110.0,3.91,5.4,1
1111.0,3.9098377647918188,5.4,1
1112.0,3.9096753834916,5.4,1
1113.0,3.9095128560993424,5.4,1
1114.0,3.9093501826150474,5.4,1
1115.0,3.9091873630387144,5.4,1
1116.0,3.9090243973703434,5.4,1
1117.0,3.9088612856099343,5.4,1
1118.0,3.908698027757487,5.4,1
1119.0,3.908534623813002,5.4,1
1120.0,3.908371073776479,5.4,1
1121.0,3.9082073776479183,5.4,1
1122.0,3.908043535427319,5.4,1
1123.0,3.9078795471146823,5.4,1
1124.0,3.907715412710007,5.4,1
1125.0,3.9075511322132943,5.4,1
1126.0,3.9073867056245435,5.4,1
1127.0,3.9072221329437546,5.4,1
1128.0,3.907057414170928,5.4,1
1129.0,3.906892549306063,5.4,1
1130.0,3.90672753834916,5.4,1
1131.0,3.906562381300219,5.4,1
1132.0,3.9063970781592405,5.4,1
1133.0,3.9062316289262236,5.4,1
1134.0,3.9060660336011686,5.4,1
1135.0,3.905900292184076,5.4,1
1136.0,3.9057344046749454,5.4,1
1137.0,3.9055683710737763,5.4,1
1138.0,3.9054021913805697,5.4,1
1139.0,3.905235865595325,5.4,1
1140.0,3.9050693937180423,5.4,1
1141.0,3.9049027757487216,5.4,1
1142.0,3.904736011687363,5.4,1
1143.0,3.9045691015339665,5.4,1
1144.0,3.9044020452885317,5.4,1
1145.0,3.904234842951059,5.4,1
1146.0,3.9040674945215486,5.4,1
1147.0,3.9039,5.4,1
1148.0,3.9037323593864133,5.4,1
1149.0,3.903564572680789,5.4,1
1150.0,3.9033966398831264,5.4,1
1151.0,3.903228560993426,5.4,1
1152.0,3.9030603360116873,5.4,1
1153.0,3.902891964937911,5.4,1
1154.0,3.9027234477720962,5.4,1
1155.0,3.902554784514244,5.4,1
1156.0,3.9023859751643535,5.4,1
1157.0,3.9022170197224253,5.4,1
1158.0,3.9020479181884586,5.4,1
1159.0,3.9018786705624544,5.4,1
1160.0,3.901709276844412,5.4,1
1161.0,3.9015397370343314,5.4,1
1162.0,3.901370051132213,5.4,1
1163.0,3.901200219138057,5.4,1
1164.0,3.9010302410518625,5.4,1
1165.0,3.9008601168736305,5.4,1
1166.0,3.90068984660336,5.4,1
1167.0,3.9005194302410517,5.4,1
1168.0,3.9003488677867058,5.4,1
1169.0,3.9001781592403213,5.4,1
1170.0,3.9000073046018993,5.4,1
1171.0,3.899836303871439,5.4,1
1172.0,3.8996651570489407,5.4,1
1173.0,3.8994938641344046,5.4,1
1174.0,3.8993224251278304,5.4,1
1175.0,3.8991508400292183,5.4,1
1176.0,3.898979108838568,5.4,1
1177.0,3.8988072315558804,5.4,1
1178.0,3.898635208181154,5.4,1
1179.0,3.89846303871439,5.4,1
1180.0,3.898290723155588,5.4,1
1181.0,3.898118261504748,5.4,1
1182.0,3.89794565376187,5.4,1
1183.0,3.897772899926954,5.4,1
1184.0,3.8976,5.4,1
1185.0,3.8974269539810082,5.4,1
1186.0,3.8972537618699783,5.4,1
1187.0,3.8970804236669103,5.4,1
1188.0,3.8969069393718043,5.4,1
1189.0,3.8967333089846603,5.4,1
1190.0,3.8965595325054783,5.4,1
1191.0,3.8963856099342586,5.4,1
1192.0,3.8962115412710006,5.4,1
1193.0,3.896037326515705,5.4,1
1194.0,3.895862965668371,5.4,1
1195.0,3.8956884587289995,5.4,1
1196.0,3.8955138056975893,5.4,1
1197.0,3.8953390065741416,5.4,1
1198.0,3.895164061358656,5.4,1
1199.0,3.8949889700511324,5.4,1
1200.0,3.8948137326515706,5.4,1
1201.0,3.8946383491599708,5.4,1
1202.0,3.894462819576333,5.4,1
1203.0,3.8942871439006574,5.4,1
1204.0,3.894111322132944,5.4,1
1205.0,3.893935354273192,5.4,1
1206.0,3.8937592403214025,5.4,1
1207.0,3.893582980277575,5.4,1
1208.0,3.8934065741417094,5.4,1
1209.0,3.893230021913806,5.4,1
1210.0,3.8930533235938642,5.4,1
1211.0,3.8928764791818846,5.4,1
1212.0,3.892699488677867,5.4,1
1213.0,3.8925223520818117,5.4,1
1214.0,3.892345069393718,5.4,1
1215.0,3.8921676406135868,5.4,1
1216.0,3.891990065741417,5.4,1
1217.0,3.8918123447772097,5.4,1
1218.0,3.8916344777209644,5.4,1
1219.0,3.8914564645726806,5.4,1
1220.0,3.891278305332359,5.4,1
1221.0,3.8911,5.4,1
1222.0,3.890921548575603,5.4,1
1223.0,3.8907429510591673,5.4,1
1224.0,3.890564207450694,5.4,1
1225.0,3.890385317750183,5.4,1
1226.0,3.8902062819576333,5.4,1
1227.0,3.890027100073046,5.4,1
1228.0,3.8898477720964206,5.4,1
1229.0,3.8896682980277575,5.4,1
1230.0,3.8894886778670563,5.4,1
1231.0,3.889308911614317,5.4,1
1232.0,3.88912899926954,5.4,1
1233.0,3.8889489408327247,5.4,1
1234.0,3.8887687363038714,5.4,1
1235.0,3.88858838568298,5.4,1
1236.0,3.8884078889700513,5.4,1
1237.0,3.888227246165084,5.4,1
1238.0,3.888046457268079,5.4,1
1239.0,3.8878655222790357,5.4,1
1240.0,3.8876844411979548,5.4,1
1241.0,3.887503214024836,5.4,1
1242.0,3.887321840759679,5.4,1
1243.0,3.887140321402484,5.4,1
1244.0,3.8869586559532507,5.4,1
1245.0,3.8867768444119797,5.4,1
1246.0,3.8865948867786706,5.4,1
1247.0,3.8864127830533235,5.4,1
1248.0,3.886230533235939,5.4,1
1249.0,3.8860481373265157,5.4,1
1250.0,3.885865595325055,5.4,1
1251.0,3.8856829072315557,5.4,1
1252.0,3.885500073046019,5.4,1
1253.0,3.885317092768444,5.4,1
1254.0,3.8851339663988314,5.4,1
1255.0,3.8849506939371805,5.4,1
1256.0,3.8847672753834916,5.4,1
1257.0,3.8845837107377648,5.4,1
1258.0,3.8844,5.4,1
1259.0,3.8842161431701974,5.4,1
1260.0,3.8840321402483564,5.4,1
1261.0,3.883847991234478,5.4,1
1262.0,3.883663696128561,5.4,1
1263.0,3.8834792549306063,5.4,1
1264.0,3.8832946676406137,5.4,1
1265.0,3.883109934258583,5.4,1
1266.0,3.8829250547845144,5.4,1
1267.0,3.8827400292184078,5.4,1
1268.0,3.882554857560263,5.4,1
1269.0,3.8823695398100804,5.4,1
1270.0,3.8821840759678596,5.4,1
1271.0,3.8819984660336013,5.4,1
1272.0,3.8818127100073045,5.4,1
1273.0,3.88162680788897,5.4,1
1274.0,3.8814407596785974,5.4,1
1275.0,3.881254565376187,5.4,1
1276.0,3.8810682249817385,5.4,1
1277.0,3.880881738495252,5.4,1
1278.0,3.8806951059167276,5.4,1
1279.0,3.880508327246165,5.4,1
1280.0,3.8803214024835646,5.4,1
1281.0,3.880134331628926,5.4,1
1282.0,3.87994711468225,5.4,1
1283.0,3.8797597516435354,5.4,1
1284.0,3.879572242512783,5.4,1
1285.0,3.8793845872899926,5.4,1
1286.0,3.8791967859751644,5.4,1
1287.0,3.879008838568298,5.4,1
1288.0,3.878820745069394,5.4,1
1289.0,3.8786325054784516,5.4,1
1290.0,3.8784441197954713,5.4,1
1291.0,3.878255588020453,5.4,1
1292.0,3.8780669101533967,5.4,1
1293.0,3.8778780861943023,5.4,1
1294.0,3.8776891161431704,5.4,1
1295.0,3.8775,5.4,1
1296.0,3.877310737764792,5.4,1
1297.0,3.8771213294375455,5.4,1
1298.0,3.8769317750182615,5.4,1
1299.0,3.8767420745069394,5.4,1
1300.0,3.8765522279035793,5.4,1
1301.0,3.8763622352081812,5.4,1
1302.0,3.876172096420745,5.4,1
1303.0,3.875981811541271,5.4,1
1304.0,3.875791380569759,5.4,1
1305.0,3.875600803506209,5.4,1
1306.0,3.875410080350621,5.4,1
1307.0,3.875219211102995,5.4,1
1308.0,3.875028195763331,5.4,1
1309.0,3.874837034331629,5.4,1
1310.0,3.874645726807889,5.4,1
1311.0,3.874454273192111,5.4,1
1312.0,3.8742626734842953,5.4,1
1313.0,3.8740709276844414,5.4,1
1314.0,3.8738790357925494,5.4,1
1315.0,3.8736869978086195,5.4,1
1316.0,3.8734948137326515,5.4,1
1317.0,3.873302483564646,5.4,1
1318.0,3.873110007304602,5.4,1
1319.0,3.8729173849525202,5.4,1
1320.0,3.8727246165084,5.4,1
1321.0,3.8725317019722425,5.4,1
1322.0,3.872338641344047,5.4,1
1323.0,3.872145434623813,5.4,1
1324.0,3.8719520818115414,5.4,1
1325.0,3.8717585829072316,5.4,1
1326.0,3.871564937910884,5.4,1
1327.0,3.871371146822498,5.4,1
1328.0,3.8711772096420747,5.4,1
1329.0,3.870983126369613,5.4,1
1330.0,3.8707888970051134,5.4,1
1331.0,3.8705945215485755,5.4,1
1332.0,3.8704,5.4,1
1333.0,3.8702053323593866,5.4,1
1334.0,3.870010518626735,5.4,1
1335.0,3.8698155588020455,5.4,1
1336.0,3.869620452885318,5.4,1
1337.0,3.8694252008765524,5.4,1
1338.0,3.869229802775749,5.4,1
1339.0,3.869034258582907,5.4,1
1340.0,3.8688385682980275,5.4,1
1341.0,3.8686427319211103,5.4,1
1342.0,3.868446749452155,5.4,1
1343.0,3.8682506208911613,5.4,1
1344.0,3.86805434623813,5.4,1
1345.0,3.8678579254930607,5.4,1
1346.0,3.8676613586559534,5.4,1
1347.0,3.867464645726808,5.4,1
1348.0,3.8672677867056247,5.4,1
1349.0,3.8670707815924033,5.4,1
1350.0,3.866873630387144,5.4,1
1351.0,3.866676333089847,5.4,1
1352.0,3.8664788897005113,5.4,1
1353.0,3.8662813002191383,5.4,1
1354.0,3.8660835646457268,5.4,1
1355.0,3.8658856829802777,5.4,1
1356.0,3.8656876552227906,5.4,1
1357.0,3.865489481373265,5.4,1
1358.0,3.865291161431702,5.4,1
1359.0,3.8650926953981006,5.4,1
1360.0,3.8648940832724614,5.4,1
1361.0,3.8646953250547846,5.4,1
1362.0,3.8644964207450694,5.4,1
1363.0,3.864297370343316,5.4,1
1364.0,3.8640981738495253,5.4,1
1365.0,3.863898831263696,5.4,1
1366.0,3.863699342585829,5.4,1
1367.0,3.863499707815924,5.4,1
1368.0,3.863299926953981,5.4,1
1369.0,3.8631,5.4,1
1370.0,3.862899926953981,5.4,1
1371.0,3.862699707815924,5.4,1
1372.0,3.862499342585829,5.4,1
1373.0,3.862298831263696,5.4,1
1374.0,3.862098173849525,5.4,1
1375.0,3.8618973703433164,5.4,1
1376.0,3.8616964207450692,5.4,1
1377.0,3.8614953250547845,5.4,1
1378.0,3.861294083272462,5.4,1
1379.0,3.8610926953981006,5.4,1
1380.0,3.860891161431702,5.4,1
1381.0,3.860689481373265,5.4,1
1382.0,3.8604876552227902,5.4,1
1383.0,3.8602856829802774,5.4,1
1384.0,3.860083564645727,5.4,1
1385.0,3.859881300219138,5.4,1
1386.0,3.859678889700511,5.4,1
1387.0,3.8594763330898467,5.4,1
1388.0,3.8592736303871438,5.4,1
1389.0,3.8590707815924032,5.4,1
1390.0,3.8588677867056247,5.4,1
1391.0,3.858664645726808,5.4,1
1392.0,3.858461358655953,5.4,1
1393.0,3.8582579254930605,5.4,1
1394.0,3.85805434623813,5.4,1
1395.0,3.8578506208911616,5.4,1
1396.0,3.857646749452155,5.4,1
1397.0,3.85744273192111,5.4,1
1398.0,3.857238568298028,5.4,1
1399.0,3.857034258582907,5.4,1
1400.0,3.856829802775749,5.4,1
1401.0,3.856625200876552,5.4,1
1402.0,3.8564204528853177,5.4,1
1403.0,3.8562155588020453,5.4,1
1404.0,3.856010518626735,5.4,1
1405.0,3.8558053323593864,5.4,1
1406.0,3.8556,5.4,1
1407.0,3.8553945215485754,5.4,1
1408.0,3.8551888970051134,5.4,1
1409.0,3.854983126369613,5.4,1
1410.0,3.8547772096420747,5.4,1
1411.0,3.854571146822498,5.4,1
1412.0,3.854364937910884,5.4,1
1413.0,3.854158582907232,5.4,1
1414.0,3.853952081811541,5.4,1
1415.0,3.853745434623813,5.4,1
1416.0,3.8535386413440467,5.4,1
1417.0,3.8533317019722424,5.4,1
1418.0,3.8531246165084,5.4,1
1419.0,3.8529173849525202,5.4,1
1420.0,3.852710007304602,5.4,1
1421.0,3.8525024835646455,5.4,1
1422.0,3.8522948137326516,5.4,1
1423.0,3.8520869978086196,5.4,1
1424.0,3.851879035792549,5.4,1
1425.0,3.851670927684441,5.4,1
1426.0,3.851462673484295,5.4,1
1427.0,3.851254273192111,5.4,1
1428.0,3.851045726807889,5.4,1
1429.0,3.850837034331629,5.4,1
1430.0,3.850628195763331,5.4,1
1431.0,3.850419211102995,5.4,1
1432.0,3.850210080350621,5.4,1
1433.0,3.8500008035062088,5.4,1
1434.0,3.849791380569759,5.4,1
1435.0,3.849581811541271,5.4,1
1436.0,3.849372096420745,5.4,1
1437.0,3.849162235208181,5.4,1
1438.0,3.8489522279035793,5.4,1
1439.0,3.8487420745069394,5.4,1
1440.0,3.8485317750182615,5.4,1
1441.0,3.8483213294375456,5.4,1
1442.0,3.8481107377647916,5.4,1
1443.0,3.8479,5.4,1
1444.0,3.84768911614317,5.4,1
1445.0,3.8474780861943025,5.4,1
1446.0,3.8472669101533965,5.4,1
1447.0,3.847055588020453,5.4,1
1448.0,3.8468441197954713,5.4,1
1449.0,3.8466325054784516,5.4,1
1450.0,3.846420745069394,5.4,1
1451.0,3.846208838568298,5.4,1
1452.0,3.8459967859751645,5.4,1
1453.0,3.8457845872899927,5.4,1
1454.0,3.845572242512783,5.4,1
1455.0,3.8453597516435356,5.4,1
1456.0,3.84514711468225,5.4,1
1457.0,3.8449343316289264,5.4,1
1458.0,3.8447214024835645,5.4,1
1459.0,3.844508327246165,5.4,1
1460.0,3.8442951059167276,5.4,1
1461.0,3.844081738495252,5.4,1
1462.0,3.8438682249817386,5.4,1
1463.0,3.843654565376187,5.4,1
1464.0,3.8434407596785976,5.4,1
1465.0,3.84322680788897,5.4,1
1466.0,3.8430127100073044,5.4,1
1467.0,3.842798466033601,5.4,1
1468.0,3.8425840759678596,5.4,1
1469.0,3.8423695398100803,5.4,1
1470.0,3.842154857560263,5.4,1
1471.0,3.8419400292184074,5.4,1
1472.0,3.841725054784514,5.4,1
1473.0,3.841509934258583,5.4,1
1474.0,3.8412946676406134,5.4,1
1475.0,3.841079254930606,5.4,1
1476.0,3.840863696128561,5.4,1
1477.0,3.8406479912344778,5.4,1
1478.0,3.8404321402483563,5.4,1
1479.0,3.8402161431701973,5.4,1
1480.0,3.84,5.4,1
1481.0,3.839783710737765,5.4,1
1482.0,3.8395672753834917,5.4,1
1483.0,3.83935069393718,5.4,1
1484.0,3.839133966398831,5.4,1
